2024-08-01T15:34:39.405287, 1144,"01-aug-24","15:30",  9044,  9329,  9214,  9542,  9768,  9492,  9681,  3.9, 0.0212, 1.0500, 0.0212, 2.6671, 0.09, 24.891, 0.0212,  .7547, 0.0212, 2.0010, 0.09, 20.336, 0.0212, 1.2373, 0.0212, 1.9292, 0.09, 18.024, 0.0212, 1.0105, 0.0212,  .9234, 0.09, 16.471, 0.0212,  .7858, 0.0212, 1.3330, 0.09, 15.015, 0.0212,  .6864, 0.0212,  .7263, 0.09, 10.752, 0.0212, 1.2613, 0.0212, 1.5668, 0.09, 10.109
2024-08-01T15:54:39.398326, b'1144,"01-aug-24","15:50", 11977, 12502, 12338, 12889, 13106, 12768, 13166,  3.9, 0.0212,  .9955, 0.0212, 2.6669, 0.09, 30.337, 0.0212,  .7227, 0.0212, 2.0007, 0.09, 24.781, 0.0212, 1.1901, 0.0212, 1.9288, 0.09, 21.970, 0.0212,  .9750, 0.0212,  .9233, 0.09, 20.108, 0.0212,  .7607, 0.0212, 1.3328, 0.09, 18.332, 0.0212,  .6705, 0.0212,  .7262, 0.09, 13.164, 0.0212, 1.2332, 0.0212, 1.5666, 0.09, 12.394\r\n'2024-08-01T16:14:39.384650, b'1144,"01-aug-24","16:10", 10989, 11149, 10942, 11394, 11648, 11264, 11528,  3.9, 0.0212,  .9406, 0.0212, 2.6666, 0.09, 36.117, 0.0212,  .6908, 0.0212, 2.0004, 0.09, 29.419, 0.0212, 1.1428, 0.0212, 1.9285, 0.09, 26.077, 0.0212,  .9398, 0.0212,  .9233, 0.09, 23.875, 0.0212,  .7356, 0.0212, 1.3327, 0.09, 21.785, 0.0212,  .6543, 0.0212,  .7261, 0.09, 15.674, 0.0212, 1.2048, 0.0212, 1.5665, 0.09, 14.759\r\n'2024-08-01T16:19:39.542141, b'9, 15.354\r\n'2024-08-01T20:06:28.483444, 1144,"01-aug-24","20:05", 20100, 20018, 19602, 20195, 20628, 20256, 20632,  3.9, 0.0212,  .5981, 0.0212, 2.6452, 0.09, 22.159, 0.0212,  .5204, 0.0212, 1.9619, 0.09, 17.044, 0.0212,  .8919, 0.0212, 1.8851, 0.09, 15.032, 0.0212,  .7554, 0.0212,  .9031, 0.09, 13.663, 0.0212,  .6127, 0.0212, 1.3035, 0.09, 12.424, 0.0212,  .5703, 0.0212,  .7031, 0.09,  8.992, 0.0212, 1.0638, 0.0212, 1.5281, 0.09,  8.5002024-08-01T20:10:39.220746, 1144,"01-aug-24","20:10", 20025, 20034, 19561, 20206, 20424, 19998, 20487,  3.9, 0.0212,  .5823, 0.0212, 2.6452, 0.09, 24.941, 0.0212,  .5096, 0.0212, 1.9620, 0.09, 19.235, 0.0212,  .8753, 0.0212, 1.8851, 0.09, 16.965, 0.0212,  .7429, 0.0212,  .9034, 0.09, 15.426, 0.0212,  .6034, 0.0212, 1.3037, 0.09, 14.018, 0.0212,  .5640, 0.0212,  .7032, 0.09, 10.159, 0.0212, 1.0526, 0.0212, 1.5286, 0.09,  9.610
